"","indivID2012","hhID2012","eaID2012","rural","hhWeight","region","zone","woreda","town","subcity","kebele","ea","hhIDTrunc","hhMemberID","over5y","literate","attendedSchool","whyGo2School","highestGrade","inSchool","whyNotInSchool","gradeInSchool","schoolOrgType","absentFromSchool","whyAbsent","howGet2School","time2School","scholarship","amtScholarship","amt2EduFees","amt2EduSuppl","goNextYr","regionComb"
"1","0101010160100201","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,1,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"2","0101010160100202","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,2,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"3","0101010160100203","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,3,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"4","0101010160100204","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,4,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"5","0101010160100205","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,5,1,1,1,NA,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"6","0101010160100206","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,6,1,1,1,NA,2,1,NA,3,NA,0,NA,1,3,2,NA,20,72,1,"Tigray"
"7","0101010160100207","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,7,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"8","0101010160100208","01010101601002","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"9","0101010160101701","01010101601017","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,17,1,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"10","0101010160101702","01010101601017","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,17,2,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"11","0101010160101703","01010101601017","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,17,3,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"12","0101010160101704","01010101601017","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,17,4,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"13","0101010160101705","01010101601017","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,17,5,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"14","0101010160101706","01010101601017","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,17,6,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"15","0101010160101707","01010101601017","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"16","0101010160103401","01010101601034","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,34,1,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"17","0101010160104901","01010101601049","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,49,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"18","0101010160104902","01010101601049","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,49,2,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"19","0101010160104903","01010101601049","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,49,3,1,1,1,NA,2,1,NA,3,1,0,NA,1,1,2,NA,0,44,1,"Tigray"
"20","0101010160104904","01010101601049","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,49,4,1,1,1,NA,2,1,NA,3,1,0,NA,1,1,2,NA,0,44,1,"Tigray"
"21","0101010160106401","01010101601064","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,64,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"22","0101010160106402","01010101601064","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,64,2,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"23","0101010160106403","01010101601064","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,64,3,1,1,1,NA,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"24","0101010160106404","01010101601064","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,64,4,1,1,1,NA,5,1,NA,6,1,0,NA,1,1,2,NA,0,108,1,"Tigray"
"25","0101010160108001","01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,1,1,1,1,NA,8,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"26","0101010160108002","01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,2,1,1,1,NA,2,1,NA,3,1,0,NA,1,1,2,NA,0,50,1,"Tigray"
"27","0101010160108003","01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,3,1,0,1,NA,0,1,NA,1,1,0,NA,1,1,2,NA,0,18,1,"Tigray"
"28","0101010160108004","01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,4,1,0,1,NA,0,1,NA,1,1,0,NA,1,1,2,NA,0,18,1,"Tigray"
"29","0101010160108701","01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,1,1,1,1,NA,9,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"30","0101010160108702","01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,2,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"31","0101010160108703","01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,3,1,1,1,NA,7,1,NA,8,1,1,1,1,2,2,NA,0,156,1,"Tigray"
"32","0101010160108704","01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,4,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"33","0101010160108705","01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"34","0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,1,1,1,1,NA,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"35","0101010160110102","01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,2,1,1,1,NA,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"36","0101010160110103","01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,3,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"37","0101010160110104","01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"38","0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,1,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"39","0101010160111602","01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,2,1,1,1,NA,2,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"40","0101010160111603","01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,3,1,1,1,NA,1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"41","0101010160111604","01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,4,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"42","0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,131,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"43","0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,146,1,1,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"44","0101010160114602","01010101601146","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,146,2,1,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"45","0101010160116201","01010101601162","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,162,1,1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"46","0101010160116202","01010101601162","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,162,2,1,1,1,NA,1,1,NA,2,1,0,NA,1,1,2,NA,0,56,1,"Tigray"
"47","0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,1,1,1,1,NA,3,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"48","0101020140300102","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,2,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"49","0101020140300103","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,3,1,1,1,NA,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"50","0101020140300104","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,4,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"51","0101020140300105","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,5,1,1,1,NA,1,1,NA,2,1,0,NA,1,1,2,NA,0,80,1,"Tigray"
"52","0101020140300106","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,6,1,1,1,NA,6,1,NA,7,1,0,NA,1,1,2,NA,0,80,1,"Tigray"
"53","0101020140300107","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,7,1,1,1,NA,5,1,NA,6,1,0,NA,1,1,2,NA,0,70,1,"Tigray"
"54","0101020140300108","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,8,1,0,1,NA,0,1,NA,1,1,0,NA,1,1,2,NA,0,30,1,"Tigray"
"55","0101020140300109","01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,9,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"56","0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,1,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"57","0101020140301102","01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,2,1,1,1,NA,5,1,NA,6,1,0,NA,1,2,2,NA,0,45,1,"Tigray"
"58","0101020140301103","01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,3,1,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"59","0101020140301104","01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,4,1,0,1,NA,0,1,NA,1,1,0,NA,1,2,2,NA,0,20,1,"Tigray"
"60","0101020140301105","01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,5,1,0,1,NA,0,1,NA,1,1,0,NA,1,2,2,NA,0,20,1,"Tigray"
"61","0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,1,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"62","0101020140301602","01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,2,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"63","0101020140301603","01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,3,1,1,1,NA,5,1,NA,6,1,0,NA,1,2,2,NA,0,60,1,"Tigray"
"64","0101020140301604","01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,4,1,0,1,NA,0,1,NA,1,1,0,NA,1,2,2,NA,0,20,1,"Tigray"
"65","0101020140301605","01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"66","0101020140301606","01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"67","0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"68","0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,1,1,1,1,NA,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"69","0101020140303102","01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,2,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"70","0101020140303103","01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,3,1,1,1,NA,6,1,NA,7,1,0,NA,1,2,2,NA,0,100,1,"Tigray"
"71","0101020140303104","01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,4,1,1,1,NA,4,1,NA,5,1,0,NA,1,2,2,NA,0,100,1,"Tigray"
"72","0101020140303105","01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,5,1,1,1,NA,3,1,NA,4,1,0,NA,1,2,2,NA,0,100,1,"Tigray"
"73","0101020140303106","01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,6,1,0,1,NA,0,1,NA,1,1,0,NA,1,2,2,NA,0,100,1,"Tigray"
"74","0101020140303107","01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,7,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"75","0101020140303601","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,1,1,1,1,NA,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"76","0101020140303602","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,2,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"77","0101020140303603","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,3,1,1,1,NA,9,1,NA,10,1,0,NA,1,2,2,NA,10,60,1,"Tigray"
"78","0101020140303604","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,4,1,1,1,NA,4,1,NA,5,1,0,NA,1,5,2,NA,0,40,1,"Tigray"
"79","0101020140303605","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,5,1,0,1,NA,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"80","0101020140303606","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,6,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"81","0101020140303607","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"82","0101020140303608","01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"83","0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,1,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"84","0101020140304602","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,2,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"85","0101020140304603","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,3,1,1,1,NA,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"86","0101020140304604","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,4,1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"87","0101020140304605","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,5,1,1,1,NA,8,1,NA,9,1,0,NA,1,1,2,NA,10,295,2,"Tigray"
"88","0101020140304606","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,6,1,1,1,NA,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"89","0101020140304607","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,7,1,1,1,NA,4,1,NA,5,1,0,NA,1,4,2,NA,0,49,1,"Tigray"
"90","0101020140304608","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,8,1,0,1,NA,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"91","0101020140304609","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,9,1,0,1,NA,0,1,NA,1,1,0,NA,1,2,2,NA,0,29,1,"Tigray"
"92","0101020140304610","01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,10,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"93","0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,1,1,1,1,NA,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"94","0101020140306102","01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,2,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"95","0101020140306103","01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,3,1,1,1,NA,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"96","0101020140306104","01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,4,1,1,1,NA,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"97","0101020140306105","01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,5,1,1,1,NA,7,1,NA,8,1,1,3,1,4,2,NA,0,100,2,"Tigray"
"98","0101020140306106","01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,6,1,1,1,NA,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"99","0101020140306107","01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,7,1,1,1,NA,6,1,NA,7,1,1,3,1,4,2,NA,0,100,2,"Tigray"
"100","0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,1,1,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"101","0101020140309102","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,2,1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"102","0101020140309103","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,3,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"103","0101020140309104","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,4,1,0,1,NA,0,1,NA,1,1,1,3,1,2,2,NA,0,30,1,"Tigray"
"104","0101020140309105","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,5,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"105","0101020140309106","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"106","0101020140309107","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"107","0101020140309108","01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"108","0101020140310601","01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,1,1,1,1,NA,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"109","0101020140310602","01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,2,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"110","0101020140310603","01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,3,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"111","0101020140310604","01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"112","0101020140312101","01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,1,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"113","0101020140312102","01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,2,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"114","0101020140312103","01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,3,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"115","0101020140312104","01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,4,1,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"116","0101020140312105","01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,5,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"117","0101020140312106","01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,6,1,1,1,NA,3,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"118","0101020140312107","01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,7,1,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"119","0101020140313601","01010201403136","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,136,1,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"120","0101020140313602","01010201403136","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"121","0101030010600401","01010300106004","01010300106",0,193.81120300293,1,1,3,1,1,1,6,4,1,1,1,1,NA,4,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"122","0101030010600402","01010300106004","01010300106",0,193.81120300293,1,1,3,1,1,1,6,4,2,1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"123","0101030010600403","01010300106004","01010300106",0,193.81120300293,1,1,3,1,1,1,6,4,3,1,1,1,NA,3,1,NA,4,1,0,NA,1,1,2,NA,10,71,1,"Tigray"
"124","0101030010601601","01010300106016","01010300106",0,193.81120300293,1,1,3,1,1,1,6,16,1,1,1,1,NA,8,1,NA,9,1,0,NA,1,1,2,NA,5,190,1,"Tigray"
"125","0101030010601602","01010300106016","01010300106",0,193.81120300293,1,1,3,1,1,1,6,16,2,1,1,1,NA,0,1,NA,1,1,0,NA,1,1,2,NA,0,12,1,"Tigray"
"126","0101030010601603","01010300106016","01010300106",0,193.81120300293,1,1,3,1,1,1,6,16,3,1,1,1,NA,0,1,NA,0,1,0,NA,1,1,2,NA,0,8,1,"Tigray"
"127","0101030010602801","01010300106028","01010300106",0,193.81120300293,1,1,3,1,1,1,6,28,1,1,1,1,NA,34,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Tigray"
"128","0101030010604001","01010300106040","01010300106",0,193.81120300293,1,1,3,1,1,1,6,40,1,1,1,1,NA,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"129","0101030010604002","01010300106040","01010300106",0,193.81120300293,1,1,3,1,1,1,6,40,2,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"130","0101030010604003","01010300106040","01010300106",0,193.81120300293,1,1,3,1,1,1,6,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tigray"
"131","0101030010605201","01010300106052","01010300106",0,193.81120300293,1,1,3,1,1,1,6,52,1,1,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"132","0101030010605202","01010300106052","01010300106",0,193.81120300293,1,1,3,1,1,1,6,52,2,1,1,1,NA,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"133","0101030010605203","01010300106052","01010300106",0,193.81120300293,1,1,3,1,1,1,6,52,3,1,1,1,NA,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
"134","0101030010605204","01010300106052","01010300106",0,193.81120300293,1,1,3,1,1,1,6,52,4,1,1,1,NA,8,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tigray"
