Rowid_,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST
,0,937,43,"66,816.512091305107000"
,0,938,43,"66,816.512091305107000"
,0,939,43,"66,816.512091305107000"
,0,940,43,"66,816.512091305107000"
,0,941,43,"66,816.512091305107000"
,0,942,43,"66,816.512091305107000"
,0,943,43,"66,816.512091305107000"
,0,944,43,"66,816.512091305107000"
,0,945,43,"66,816.512091305107000"
,0,946,43,"66,816.512091305107000"
,0,947,43,"66,816.512091305107000"
,0,948,43,"66,816.512091305107000"
,0,949,43,"67,266.102092035333000"
,0,950,43,"67,266.102092035333000"
,0,951,43,"67,266.102092035333000"
,0,952,43,"67,266.102092035333000"
,0,953,43,"67,266.102092035333000"
,0,954,43,"67,266.102092035333000"
,0,955,43,"67,266.102092035333000"
,0,956,43,"67,266.102092035333000"
,0,957,43,"67,266.102092035333000"
,0,958,43,"67,266.102092035333000"
,0,959,43,"67,266.102092035333000"
,0,960,43,"67,266.102092035333000"
,0,961,43,"67,266.102092035333000"
,0,962,43,"67,266.102092035333000"
,0,963,43,"67,266.102092035333000"
,0,964,43,"69,974.088923681571000"
,0,965,43,"69,974.088923681571000"
,0,966,43,"69,974.088923681571000"
,0,967,43,"69,974.088923681571000"
,0,968,43,"69,974.088923681571000"
,0,969,43,"69,974.088923681571000"
,0,970,43,"69,974.088923681571000"
,0,971,43,"69,974.088923681571000"
,0,972,43,"69,974.088923681571000"
,0,973,43,"69,974.088923681571000"
,0,974,43,"69,974.088923681571000"
,0,975,43,"69,974.088923681571000"
,0,976,43,"69,974.088923681571000"
,0,977,43,"69,974.088923681571000"
,0,978,43,"69,974.088923681571000"
,0,979,43,"69,521.331441869537000"
,0,980,43,"69,521.331441869537000"
,0,981,43,"69,521.331441869537000"
,0,982,43,"69,521.331441869537000"
,0,983,43,"69,521.331441869537000"
,0,984,43,"69,521.331441869537000"
,0,985,43,"69,521.331441869537000"
,0,986,43,"69,521.331441869537000"
,0,987,43,"69,521.331441869537000"
,0,988,43,"69,521.331441869537000"
,0,989,43,"69,521.331441869537000"
,0,990,43,"69,521.331441869537000"
,0,991,43,"69,521.331441869537000"
,0,992,43,"69,521.331441869537000"
,0,993,43,"69,521.331441869537000"
,0,994,43,"67,874.333378555442000"
,0,995,43,"67,874.333378555442000"
,0,996,43,"67,874.333378555442000"
,0,997,43,"67,874.333378555442000"
,0,998,43,"67,874.333378555442000"
,0,999,43,"67,874.333378555442000"
,0,"1,000",43,"67,874.333378555442000"
,0,"1,001",43,"67,874.333378555442000"
,0,"1,002",43,"67,874.333378555442000"
,0,"1,003",43,"67,874.333378555442000"
,0,"1,004",43,"67,874.333378555442000"
,0,"1,005",43,"67,874.333378555442000"
,0,"1,006",43,"67,874.333378555442000"
,0,"1,007",43,"67,874.333378555442000"
,0,"1,008",43,"67,874.333378555442000"
,0,"1,009",43,"63,011.566040276099000"
,0,"1,010",43,"63,011.566040276099000"
,0,"1,011",43,"63,011.566040276099000"
,0,"1,012",43,"63,011.566040276099000"
,0,"1,013",43,"63,011.566040276099000"
,0,"1,014",43,"63,011.566040276099000"
,0,"1,015",43,"63,011.566040276099000"
,0,"1,016",43,"63,011.566040276099000"
,0,"1,017",43,"63,011.566040276099000"
,0,"1,018",43,"63,011.566040276099000"
,0,"1,019",43,"63,011.566040276099000"
,0,"1,020",43,"63,011.566040276099000"
,0,"1,021",43,"63,011.566040276099000"
,0,"1,022",43,"63,011.566040276099000"
,0,"1,023",43,"63,011.566040276099000"
,0,"1,024",60,"106,235.833113677010000"
,0,"1,025",60,"106,235.833113677010000"
,0,"1,026",60,"106,235.833113677010000"
,0,"1,027",60,"106,235.833113677010000"
,0,"1,028",60,"106,235.833113677010000"
,0,"1,029",60,"106,235.833113677010000"
,0,"1,030",60,"106,235.833113677010000"
,0,"1,031",60,"106,235.833113677010000"
,0,"1,032",60,"106,235.833113677010000"
,0,"1,033",60,"106,235.833113677010000"
,0,"1,034",60,"106,235.833113677010000"
,0,"1,035",60,"106,235.833113677010000"
,0,"1,036",60,"106,235.833113677010000"
,0,"1,037",60,"106,235.833113677010000"
,0,"1,038",60,"106,235.833113677010000"
,0,"1,039",60,"106,235.833113677010000"
,0,"1,040",60,"106,235.833113677010000"
