latitude,longitude,ftfZone
3.45570056699,39.5159939261,1
3.54993726091,39.1842340255,1
3.8642429801,39.1013658071,1
3.98293116381,38.4913678893,1
4.2353408846,38.3859126851,1
4.28184427047,41.8750755047,0
4.76768886663,39.2697492018,1
4.8070976028,36.0818398582,0
4.87905466671,39.1953787271,1
5.06617360457,39.8033863219,0
5.21350249941,40.0351534251,0
5.22299798627,41.0432055896,0
5.25295513188,37.4271768268,1
5.29947726643,37.4826182904,1
5.49534488804,37.5518429316,1
5.52570615347,38.7620666963,0
5.5541668341,37.8416513316,0
5.59568261612,38.2936192427,0
5.60315524467,37.6030634072,1
5.63928393085,37.3823169626,0
5.64655886803,37.3818910811,0
5.74709706037,37.8508868358,0
5.83633941337,36.6070302097,0
5.85184911518,37.8832189758,0
5.90110061304,36.5785635622,0
5.94525407784,38.322510837,0
5.94989088571,37.1552324163,0
5.98301240509,38.1616652609,0
5.98817082582,37.4387863255,0
6.00281125449,37.5432936133,0
6.01320414316,37.5572904068,0
6.02435784991,38.3413616597,1
6.05915013841,37.545217807,0
6.13630868631,36.6759763471,0
6.13878361273,38.2843372409,1
6.20010588939,36.5861907555,0
6.23179734158,35.8385790499,0
6.23385511377,37.3456169058,0
6.24650640018,37.559851094,0
6.25504593619,36.1974102315,1
6.2600677475,35.2645547968,0
6.2656349463,36.6109388136,0
6.27761186614,38.3115215185,1
6.29109687243,37.4818442988,0
6.33301035552,36.6032685349,0
6.36391514169,36.5892168406,0
6.37589338272,38.7269447069,0
6.39898337786,38.8768980886,0
6.40123809791,38.3446012616,1
6.43132806354,37.6603410409,0
6.44962796151,38.3196828622,0
6.45050353832,39.8802730059,0
6.59328992813,38.4223921387,0
6.61699649052,37.4846255397,0
6.63095001102,36.7852027008,0
6.65580676267,38.3245737951,0
6.70685847437,37.409545286,0
6.78301858962,37.5509812536,0
6.79973608228,35.9619535049,0
6.80310210938,38.5126355838,1
6.80492958256,35.8646146207,0
6.8069212678,35.801596385,0
6.85154345042,37.7801781416,0
6.88872100597,37.9522518332,0
6.90210116638,37.7348762189,0
6.91156800008,38.4817078008,1
6.91411343602,35.6303215499,1
6.92495009304,38.3559681101,1
6.93084850884,38.595896045,1
6.93766067439,38.1221941953,0
6.94302150261,37.2950167052,0
6.94902910992,35.772021814,1
6.94992604668,37.8864940524,0
6.98359796157,40.3522763184,0
6.9854158586,35.5733201529,0
6.98589410147,36.4255203181,0
6.99482392531,35.5901250423,0
7.00349013971,39.1624463866,1
7.02150110471,38.4874759267,1
7.03041856096,38.4696485423,1
7.03607701317,37.3092790736,0
7.04334914578,38.4725189381,1
7.04439427787,38.475289676,1
7.05045350209,38.481473729,0
7.05305285634,38.4811126646,0
7.05591646117,38.485920377,0
7.0587043433,37.1757686301,0
7.06282236274,38.494202114,0
7.06388070898,37.7193022693,0
7.06498545789,38.4802041202,0
7.09517484082,36.6553017363,0
7.09849246271,39.1906361993,1
7.09924325001,37.128257018,0
7.10115660875,40.010966093,1
7.11090917192,36.4669773812,0
7.14547506346,35.4611988078,0
7.14637860111,36.8971397399,0
7.15974968202,36.836041539,0
7.1643297276,39.8203710541,1
7.17093819418,38.6018861376,1
7.17430039499,37.9492676831,0
7.19057165925,35.4228308345,0
7.22388701369,38.602865316,1
7.22604668328,35.2944712687,0
7.25810515348,35.3135608448,0
7.25898773197,40.6146233206,0
7.26850368689,38.6020916798,1
7.27442629343,35.2563379766,0
7.27556859449,35.3761222945,0
7.27673837537,38.1157382755,0
7.28374522639,37.7571481782,0
7.30240486926,35.1983637711,0
7.31318183469,36.5951905108,0
7.34918791893,38.8049340076,1
7.36224921449,35.7523036877,1
7.37676330298,37.8935648714,1
7.38160282799,37.6033985811,0
7.40463030752,35.7774500358,1
7.40568344221,38.0810753873,1
7.42843060501,38.9573869302,1
7.43667493729,41.0005629905,0
7.442807492,37.8659104876,1
7.44867719122,35.868074501,1
7.47556744642,36.4429756569,0
7.51326045706,37.6461378355,0
7.54390699281,37.862935178,1
7.54783077574,37.0818248622,0
7.58861044429,39.7945944298,1
7.64691311056,34.2562839247,0
7.65816033645,38.0946319154,1
7.66853940862,36.8415831395,0
7.66912376181,36.92553529,0
7.67211701378,35.8400122926,0
7.67723960482,36.8176577054,0
7.6926289959,37.7336160957,0
7.70538466173,37.6505389613,0
7.73169598877,37.4985838007,1
7.77573960381,39.8661143537,0
7.79120996652,38.3295082817,0
7.79349904803,38.2505601834,0
7.81991142387,37.828597498,1
7.82727102592,35.3924934526,0
7.83013692022,34.5080541478,0
7.88005862562,36.0983250614,1
7.8891255011,37.5456591429,1
7.92925133102,38.7168656746,1
7.9697354732,36.6697798545,0
7.97698683396,37.4779072445,1
7.97824604282,39.132120088,1
7.98501581104,38.1539348643,0
8.006711931050001,34.5566341877,0
8.07050363944,39.1961674017,1
8.073462042019999,36.4978704647,0
8.075789590139999,38.4395969167,1
8.08842299138,39.0349251986,1
8.0938276118,36.4574609552,1
8.113326532109999,38.7753045688,1
8.11835892139,37.711581489,1
8.119923318390001,38.3685641109,1
8.13327890849,38.2086730522,1
8.13427010735,39.2199694534,1
8.14928030946,38.8306181132,0
8.16863199454,38.6464528783,1
8.16979824749,35.6406321333,0
8.17949664228,37.9272178152,0
8.189306360050001,36.4699847397,1
8.197269947140001,34.2016617219,0
8.20429943583,37.7931347282,1
8.246964502080001,34.5963960166,0
8.24828673355,34.5879240878,0
8.26683229052,34.6093207764,0
8.275758772190001,33.980758515,0
8.37543384576,33.4880398808,0
8.391136913380001,35.9322387334,0
8.39200458575,33.4683567701,0
8.40007079517,33.938508848,0
8.449289756100001,36.1827782933,1
8.454508522559999,36.3484995508,1
8.461469296120001,33.3150758819,0
8.466463030950001,37.4369214482,0
8.517882213409999,39.2833632713,1
8.533922787090001,39.268270967,1
8.54030510688,39.2492407706,1
8.54132289589,39.2718889911,1
8.551725135370001,39.2673656876,1
8.57190296323,40.3175172324,0
8.614920788319999,34.6514363264,0
8.6361010406,38.1519350254,1
8.643027548659999,37.0632145326,0
8.652308647090001,40.6178499401,0
8.653678082500001,36.6077474888,0
8.66161555833,35.6426976235,0
8.68349171525,38.8054367657,1
8.72042840438,37.9114568164,1
8.72717898314,39.1876998149,1
8.73814791477,39.840529416,0
8.743045174640001,36.4844481911,1
8.7688653041,35.5671754136,0
8.82166292432,38.3469271782,1
8.84115434604,37.9135797978,1
8.84297565884,43.8706580642,1
8.88268075989,38.7810019873,0
8.89111413132,40.7670932528,0
8.898764219029999,40.2744651027,0
8.93203319681,38.6507034039,0
8.93900132215,40.4714489125,0
8.954261013010001,38.7769014146,0
8.95748548658,38.7621280316,0
8.958030698669999,38.7480862349,0
8.964058345650001,38.7219020653,0
8.970890978630001,38.6245563425,0
8.98085326767,38.6959824984,0
8.98765974516,43.5297526618,1
8.989750842099999,38.7736534474,0
9.00397364652,39.0027426232,1
9.009369406199999,40.7218752036,0
9.01383467168,38.7413344572,0
9.015256678349999,38.8137498499,0
9.015301159290001,35.046540828,0
9.01870882345,38.7899967067,0
9.020115929999999,38.7333793622,0
9.02242621928,41.6059392048,0
9.023574483020001,38.7842487086,0
9.030842314199999,36.4037942076,1
9.034179926569999,38.8425680751,0
9.03750881969,38.7378110164,0
9.038158806289999,43.2537267944,0
9.04460805978,38.6822378123,0
9.047566949029999,38.7182422373,0
9.05293496286,38.7351170883,0
9.0560702976,38.5868125112,0
9.061071832790001,38.7917785847,0
9.062638427230001,41.6874705216,0
9.06615498369,38.4935503457,0
9.06748034312,43.5342684053,1
9.071812621239999,38.7299290459,0
9.077029776050001,35.6156340346,0
9.096073060069999,43.2041452368,0
9.11310120642,43.1741768096,0
9.15084358304,43.348816114,0
9.15085019484,41.8440556364,0
9.16400260905,35.8283481751,0
9.183185565960001,42.0206883252,0
9.220795448640001,42.4952242973,1
9.239757784009999,42.4419432943,1
9.2463064163,42.2173944859,1
9.249246841110001,40.0598560794,1
9.264458554360001,42.1477441163,0
9.273056333690001,42.132216294,0
9.301856275360001,42.5964917162,1
9.3102972075,42.1842178725,1
9.313238554610001,43.0929898973,1
9.31507331624,42.1446521473,0
9.32340832355,43.2784116014,0
9.332575576569999,42.2485029939,1
9.33726350871,42.2004270507,1
9.33777604196,42.0807314664,0
9.33809911164,42.0999509753,0
9.35629919036,40.2364697018,1
9.35810274536,35.5751653852,0
9.36029530834,42.0920688567,0
9.366104524180001,37.8682114329,1
9.368588380169999,42.7944752525,1
9.371077100360001,42.1031932694,0
9.3723549327,38.3223627848,0
9.374060264680001,41.5884594299,0
9.388809727690001,35.6143908552,0
9.39137371981,36.2194348147,0
9.40053953262,42.8585260119,1
9.473032405150001,41.7186492241,0
9.476512431410001,34.4209015528,0
9.503286162449999,40.8100332334,0
9.51321818808,41.8161343197,0
9.517870684429999,40.1647901335,1
9.52263568005,41.8797838579,0
9.5268552421,41.940878737,0
9.55091666159,42.0823653656,1
9.55152585441,41.358379098,0
9.551925250749999,41.7853673729,0
9.55408199803,39.5793387065,0
9.55430423004,37.117053067,0
9.56552604162,41.5231782329,0
9.56789007387,41.9822667431,1
9.568981654870001,41.8673487349,0
9.58084854582,41.8521195965,1
9.59210935206,41.874381517,1
9.59312086698,41.8806429111,1
9.59512477587,41.8583147026,1
9.59668925373,41.8551594457,1
9.599389216460001,41.8323414658,1
9.600994885980001,41.8533743345,1
9.602980765210001,42.0803290584,1
9.60370084541,41.8458991657,1
9.60399940648,41.8653874632,1
9.61257094668,39.7830434463,0
9.615182676830001,41.6179521491,1
9.62033298025,34.5342648788,0
9.620492498220001,41.820759451,1
9.63095228353,42.146104574,1
9.66381415681,41.7895497706,1
9.67897313862,39.913593504,0
9.73443000378,34.7285555289,0
9.74422788621,34.7872968911,0
9.74677172525,42.3089673942,0
9.7591387282,37.044814049,0
9.77979055862,38.658246372,0
9.790074814060001,37.5059416726,1
9.837058608870001,34.9150151529,0
9.8440806253,37.1271346597,0
9.84708661386,36.3422982077,1
9.890489054030001,39.4845296,0
9.891234236700001,38.3744314394,1
9.912649850139999,42.4725493546,0
9.991906269419999,37.6925527139,0
10.0165864149,38.2492265926,1
10.0245110384,39.2131652933,0
10.0723776044,34.5525967064,0
10.0735747444,35.299088631,1
10.081237992,34.6831901825,0
10.1249269842,39.6713085476,0
10.1255685035,39.3173063282,0
10.1771510236,38.9727796823,0
10.1813677297,35.281505142,1
10.3526409665,39.9574728242,1
10.4180717415,38.1697121297,1
10.4216173585,37.5765488785,0
10.4376029071,38.3184384011,1
10.4624101433,42.2434955736,1
10.4822087828,34.7861778123,0
10.4981528016,42.594943322,0
10.5023759921,36.0048077152,0
10.5281537836,39.8131068222,1
10.5635333752,37.4897795586,0
10.5685626516,39.2356643786,0
10.5723047065,36.0713716954,0
10.5738928409,39.9354279996,1
10.5773759639,37.0449675094,1
10.5792188385,38.6062533111,0
10.5794319268,37.798498412,0
10.5883521237,39.9074958295,1
10.5892768292,37.4615982338,1
10.7206898499,39.8860291278,1
10.7561984007,38.7696742804,0
10.7927763733,37.144541492,1
10.821968586,36.347624252,0
10.8293373184,37.064423275,1
10.8585208676,36.8876491238,1
10.8605156445,36.3502141172,0
10.863651794,38.2487832426,0
10.9070459818,38.0365174999,0
10.9346269955,37.0039728964,1
10.9370696143,36.6547551047,1
10.9436292122,40.0054371148,0
10.9551945389,38.2846965084,0
10.9686100623,37.1784774038,0
10.9878391908,39.9234074653,0
