latitude,longitude,ftfZone
11.003906691,39.9387898351,0
11.0268833144,38.9229352692,0
11.0636624461,37.0703789795,0
11.0874300942,39.7843913054,0
11.1106759092,39.6278996228,0
11.1136181517,40.017211804,0
11.115608637,36.3763433187,0
11.1436010999,39.6325847592,0
11.1913400617,36.9496969313,1
11.2140035523,40.2055920948,0
11.2385732357,38.311340877,0
11.2828210609,36.9596879306,1
11.3323287202,36.2720183518,0
11.3563674371,39.4349241782,0
11.3744751246,37.4523245003,1
11.3962743181,37.042616257,0
11.4068193647,38.2392937807,0
11.4159600258,39.8485705676,0
11.4444802544,40.9337488995,0
11.5223288693,41.5692958857,0
11.5278035382,41.5207097044,0
11.5311102163,41.4141896542,0
11.5627562227,41.4373370222,0
11.5649164965,36.4628430612,1
11.5763195069,37.3667248025,1
11.583427511,37.4126559043,1
11.5896069125,37.3720338047,1
11.6284538153,40.8825663765,0
11.6454398842,38.4188571016,1
11.6514708203,37.1032812474,1
11.6549185473,39.0357534985,0
11.6692064259,39.6566031821,0
11.6741945611,40.0955328755,0
11.6890721348,37.6074550557,1
11.6895323459,41.3481202391,0
11.7869471206,37.5908030302,1
11.8139982171,39.1404087668,0
11.8176445144,38.1602257763,0
11.8421966141,39.6046072003,0
11.8858767728,41.5738131116,0
11.9048460332,39.4494717129,0
11.9625257933,39.098154379,0
11.991048262,39.3570736517,0
11.991803995,39.7800216474,0
12.0062359062,39.6076476069,0
12.0498233904,37.8003237608,0
12.2543903131,38.6525748751,0
12.3059878852,37.8380133833,0
12.3384962559,37.6750209615,0
12.3562967332,38.4524416164,0
12.3910703535,35.9335894324,1
12.3989125709,39.0897466901,0
12.4280735835,38.705318321,0
12.5144435035,38.8249840847,0
12.5522094741,37.4175787058,1
12.556392241,37.3118585142,1
12.5938484505,37.457969634,0
12.6083646798,37.4679521596,0
12.6169142005,37.4684022403,0
12.6209662316,39.4244520175,1
12.6231333276,39.6516820917,1
12.757533335,37.6181844455,0
12.7580639926,38.9938699775,0
12.7826268158,39.3068867968,1
12.7845584511,39.549243484,1
12.8017155321,36.93031443,0
12.805251571,37.4183801156,0
12.85916769,39.7138752605,1
12.9196896354,37.032969423,0
13.01685124,39.3671636164,0
13.2058110304,37.7876552215,0
13.2349577336,39.1634392625,0
13.2820240216,39.4405203839,0
13.2843556689,39.5298315988,0
13.3722274393,37.7898736298,0
13.4725073289,39.5370858587,0
13.4774390358,37.121337842,1
13.4799053631,39.4757236203,0
13.482581105,39.4822550966,0
13.483455142,39.4972998808,0
13.4906250167,39.4698253525,0
13.4959239313,39.4550387048,0
13.4959614952,39.4733199966,0
13.5067657829,39.479845641,0
13.5148639098,39.451707139,0
13.5160575022,37.6273155648,1
13.5188479701,39.4787763801,0
13.5754168017,36.9328079634,1
13.6280684786,39.0209293264,0
13.642517176,38.1191822345,0
13.6709932967,37.4064256501,0
13.691822766,39.2019014551,0
13.731570436,37.3672533162,0
13.781326561,38.9865118422,0
13.8014265472,39.6182529669,0
13.8073113302,39.5987939955,0
13.8426043605,39.7196438594,0
13.8440840301,38.4803250395,0
13.8713387734,38.6366907016,0
13.895387614,39.7873002106,0
13.9843705066,39.5331294187,0
13.985946938,38.6492990176,0
14.0859773206,38.9755077144,0
14.0862760222,37.9831865445,0
14.0872350664,37.5015263838,1
14.1005955542,38.2661417342,0
14.1097608206,38.4738350524,0
14.1228539009,37.8778051409,1
14.1243063557,38.7204940377,0
14.1562794699,38.899765453,0
14.1583566438,39.2258474475,0
14.1819914938,36.4799930893,0
14.1873882002,39.5544323791,0
14.2527065254,39.6508902034,0
14.2762502474,39.1567179226,0
14.2834679193,38.5730157222,0
14.2885896726,38.210251919,0
14.3007959467,39.0594892637,0
14.3018395003,38.1902043793,0
14.3192174691,39.2715992602,0
14.353816185,37.890876313,1
14.4559615944,39.4790823741,0
