"","indivID2012","ageY","ageM","sex","relHH","relig","married","regionBorn","bioDadinHH","bioDadEduc","bioDadJob","bioMominHH","bioMomEduc","bioMomJob"
"3299","0302090070807903",24,NA,2,3,1,1,3,NA,NA,NA,NA,NA,NA
"3300","0302090070807904",22,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3301","0302090070807905",20,NA,2,3,1,1,3,NA,NA,NA,NA,NA,NA
"3302","0302090070807906",18,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3303","0302090070809701",38,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3304","0302090070809702",14,NA,1,3,1,1,3,2,93,1,1,98,1
"3305","0302090070809703",13,NA,2,3,1,1,3,2,93,1,1,98,1
"3306","0302090070809704",NA,21,1,3,NA,NA,3,2,96,1,1,98,1
"3307","0302090070811501",24,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3308","0302090070811502",19,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3309","0302090070811503",NA,26,2,3,NA,NA,3,1,2,1,1,98,1
"3310","0302090070813301",43,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3311","0302090070813302",36,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3312","0302090070813303",13,NA,1,3,1,3,3,1,93,1,1,98,1
"3313","0302090070813304",10,NA,2,3,1,1,3,1,93,1,1,98,1
"3314","0302090070813305",6,NA,1,3,NA,NA,3,1,93,1,1,98,1
"3315","0302090070815101",28,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3316","0302090070815102",25,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3317","0302090070815103",9,NA,1,3,NA,NA,3,1,98,1,1,98,1
"3318","0302090070815104",6,NA,1,3,NA,NA,3,1,98,1,1,98,1
"3319","0302090070815105",NA,43,1,3,NA,NA,3,1,98,1,1,98,1
"3320","0302090070815106",NA,3,1,3,NA,NA,3,1,98,1,1,98,1
"3321","0302090070816901",23,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3322","0302090070816902",18,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3323","0302090070816903",NA,3,2,3,NA,NA,3,1,98,1,1,98,1
"3324","0302090070816904",10,NA,1,6,1,1,3,2,93,1,2,98,1
"3325","0303010020400101",46,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3326","0303010020400102",31,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3327","0303010020400103",15,NA,1,3,1,1,3,1,98,1,1,98,1
"3328","0303010020400104",11,NA,2,3,1,1,3,1,98,1,1,98,1
"3329","0303010020400105",8,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3330","0303010020400106",NA,36,2,3,NA,NA,3,1,98,1,1,98,1
"3331","0303010020400201",82,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3332","0303010020400202",36,NA,2,3,1,5,3,NA,NA,NA,NA,NA,NA
"3333","0303010020400203",12,NA,2,4,1,1,3,2,98,1,1,98,14
"3334","0303010020401001",43,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3335","0303010020401002",34,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3336","0303010020401003",12,NA,2,3,1,1,3,1,98,1,1,98,1
"3337","0303010020401004",10,NA,1,3,1,1,3,1,98,1,1,98,1
"3338","0303010020401005",7,NA,1,3,NA,NA,3,1,98,1,1,98,1
"3339","0303010020401006",NA,45,2,3,NA,NA,3,1,98,1,1,98,1
"3340","0303010020401007",NA,22,1,3,NA,NA,3,1,98,1,1,98,1
"3341","0303010020402101",57,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3342","0303010020402102",43,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3343","0303010020402103",19,NA,1,3,1,4,3,NA,NA,NA,NA,NA,NA
"3344","0303010020402104",15,NA,1,3,1,1,3,1,98,1,1,98,1
"3345","0303010020402105",12,NA,1,3,1,1,3,1,98,1,1,98,1
"3346","0303010020402106",9,NA,1,3,NA,NA,3,1,98,1,1,98,1
"3347","0303010020402107",7,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348","0303010020402108",5,53,1,3,NA,NA,3,1,98,1,1,98,1
"3349","0303010020402109",NA,27,2,3,NA,NA,3,1,98,1,1,98,1
"3350","0303010020403001",93,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3351","0303010020403002",83,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3352","0303010020403401",89,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3353","0303010020404001",61,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3354","0303010020404002",32,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3355","0303010020404003",19,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3356","0303010020404004",14,NA,1,3,1,1,3,1,98,1,1,98,1
"3357","0303010020404005",10,NA,2,3,1,1,3,1,98,1,1,98,1
"3358","0303010020404006",7,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3359","0303010020404007",NA,35,2,3,NA,NA,3,1,98,1,1,98,1
"3360","0303010020404901",59,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3361","0303010020404902",14,NA,2,4,1,1,3,2,98,1,2,98,1
"3362","0303010020405801",47,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3363","0303010020405802",39,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3364","0303010020405803",16,NA,2,3,1,2,3,1,98,1,1,98,1
"3365","0303010020405804",25,NA,1,9,1,2,3,NA,NA,NA,NA,NA,NA
"3366","0303010020406701",69,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3367","0303010020406702",56,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3368","0303010020406703",9,NA,2,4,NA,NA,3,2,98,1,2,98,1
"3369","0303010020407601",73,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3370","0303010020407602",59,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3371","0303010020407603",10,NA,1,3,1,1,3,1,98,1,1,98,1
"3372","0303010020408501",39,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3373","0303010020408502",29,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3374","0303010020408503",NA,46,2,3,NA,NA,3,1,4,1,1,2,1
"3375","0303010020408504",NA,22,1,3,NA,NA,3,1,4,1,1,2,1
"3376","0303020010801201",54,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3377","0303020010801202",44,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3378","0303020010801203",15,NA,2,3,1,1,3,1,3,14,1,98,14
"3379","0303020010801204",7,NA,2,3,NA,NA,3,1,3,14,1,98,14
"3380","0303020010802501",37,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3381","0303020010802502",16,NA,2,7,1,1,3,2,98,1,2,98,1
"3382","0303020010803801",65,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3383","0303020010803802",43,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3384","0303020010803803",17,NA,2,3,1,1,3,1,98,14,1,98,14
"3385","0303020010803804",15,NA,1,3,1,1,3,1,98,14,1,98,14
"3386","0303020010803805",11,NA,2,3,1,1,3,1,98,14,1,98,14
"3387","0303020010803806",9,NA,2,3,NA,NA,3,1,98,14,1,98,14
"3388","0303020010803807",7,NA,1,3,NA,NA,3,1,98,14,1,98,14
"3389","0303020010805101",60,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3390","0303020010806401",27,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3391","0303020010806402",20,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3392","0303020010807701",68,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3393","0303020010807702",9,NA,2,4,NA,NA,3,2,98,1,2,98,1
"3394","0303020010809001",71,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3395","0303020010809002",46,NA,2,3,1,4,3,NA,NA,NA,NA,NA,NA
"3396","0303020010810301",52,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3397","0303020010810302",35,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3398","0303020010810303",10,NA,1,3,1,1,3,1,93,14,1,98,14
"3399","0303020010810304",7,NA,2,3,NA,NA,3,1,93,14,1,98,14
"3400","0303020010810305",5,NA,1,3,NA,NA,3,1,93,14,1,98,14
"3401","0303020010811601",65,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3402","0303020010812901",45,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3403","0303020010814201",78,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3404","0303020010814202",65,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3405","0303020010815501",50,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3406","0303020010815502",40,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3407","0303020010815503",26,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3408","0303020010815504",22,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3409","0303020010815505",18,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3410","0303020010815506",13,NA,2,3,1,1,3,1,98,14,1,98,14
"3411","0303020210400901",29,NA,1,1,4,2,3,NA,NA,NA,NA,NA,NA
"3412","0303020210400902",25,NA,2,2,4,2,3,NA,NA,NA,NA,NA,NA
"3413","0303020210400903",9,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3414","0303020210400904",7,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3415","0303020210400905",5,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3416","0303020210400906",NA,31,1,3,NA,NA,3,1,98,1,1,98,1
"3417","0303020210401601",29,NA,1,1,4,2,3,NA,NA,NA,NA,NA,NA
"3418","0303020210401602",26,NA,2,2,4,2,3,NA,NA,NA,NA,NA,NA
"3419","0303020210401603",6,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3420","0303020210401604",NA,53,1,3,NA,NA,3,1,98,1,1,98,1
"3421","0303020210401605",NA,34,1,3,NA,NA,3,1,98,1,1,98,1
"3422","0303020210403201",78,NA,1,1,4,2,3,NA,NA,NA,NA,NA,NA
"3423","0303020210403202",65,NA,2,2,4,2,3,NA,NA,NA,NA,NA,NA
"3424","0303020210404701",78,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3425","0303020210406301",60,NA,2,1,4,6,3,NA,NA,NA,NA,NA,NA
"3426","0303020210406302",22,NA,1,4,4,1,3,NA,NA,NA,NA,NA,NA
"3427","0303020210407801",74,NA,2,1,4,6,3,NA,NA,NA,NA,NA,NA
"3428","0303020210407802",10,NA,2,4,4,1,3,2,98,1,2,98,1
"3429","0303020210409301",27,NA,1,1,4,2,3,NA,NA,NA,NA,NA,NA
"3430","0303020210409302",22,NA,2,2,4,2,3,NA,NA,NA,NA,NA,NA
"3431","0303020210409303",NA,48,2,3,NA,NA,3,1,98,1,1,4,1
"3432","0303020210409304",NA,27,1,3,NA,NA,3,1,98,1,1,4,1
"3433","0303020210410801",61,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3434","0303020210410802",40,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3435","0303020210410803",20,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3436","0303020210410804",17,NA,1,3,1,1,3,1,1,1,1,98,1
"3437","0303020210410805",15,NA,2,3,1,1,3,1,1,1,1,98,1
"3438","0303020210410806",9,NA,2,3,NA,NA,3,1,1,1,1,98,1
"3439","0303020210410807",6,NA,1,3,NA,NA,1,1,1,1,1,98,1
"3440","0303020210410808",NA,40,2,4,NA,NA,3,2,98,1,2,98,1
"3441","0303020210410809",18,NA,2,9,1,2,3,NA,NA,NA,NA,NA,NA
"3442","0303020210411401",31,NA,1,1,1,4,3,NA,NA,NA,NA,NA,NA
"3443","0303020210412701",46,NA,1,1,4,2,3,NA,NA,NA,NA,NA,NA
"3444","0303020210412702",41,NA,2,2,4,2,3,NA,NA,NA,NA,NA,NA
"3445","0303020210412703",22,NA,1,3,4,1,3,NA,NA,NA,NA,NA,NA
"3446","0303020210412704",20,NA,1,3,4,1,3,NA,NA,NA,NA,NA,NA
"3447","0303020210412705",15,NA,1,3,4,1,3,1,98,1,1,98,1
"3448","0303020210412706",13,NA,2,3,4,1,3,1,98,1,1,98,1
"3449","0303020210412707",11,NA,2,3,4,1,3,1,98,1,1,98,1
"3450","0303020210412708",8,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3451","0303020210412709",NA,28,2,3,NA,NA,3,1,98,1,1,98,1
"3452","0303020210414301",40,NA,2,1,4,4,3,NA,NA,NA,NA,NA,NA
"3453","0303020210414302",12,NA,1,3,4,1,3,2,98,1,1,98,1
"3454","0303020210414303",10,NA,1,3,4,1,3,2,98,1,1,98,1
"3455","0303020210414304",8,NA,1,3,NA,NA,3,2,98,1,1,98,1
"3456","0303020210416201",42,NA,2,1,4,4,3,NA,NA,NA,NA,NA,NA
"3457","0303020210416202",16,NA,2,3,4,1,3,2,98,1,1,98,1
"3458","0303020210416203",14,NA,2,3,4,1,3,2,98,1,1,98,1
"3459","0303020210416204",6,NA,1,4,NA,NA,3,2,98,1,2,98,1
"3460","0303030240400601",36,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3461","0303030240400602",19,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3462","0303030240400603",12,NA,1,3,1,1,3,2,93,1,2,93,1
"3463","0303030240400604",9,NA,2,3,NA,NA,3,2,93,1,2,93,1
"3464","0303030240402201",38,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3465","0303030240402202",23,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3466","0303030240402203",7,NA,1,3,NA,NA,3,1,98,1,1,3,1
"3467","0303030240402204",5,NA,2,3,NA,NA,3,1,98,1,1,3,1
"3468","0303030240403701",38,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3469","0303030240403702",30,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3470","0303030240403703",9,NA,1,3,NA,NA,3,1,3,1,1,98,1
"3471","0303030240403704",6,NA,1,3,NA,NA,3,1,3,1,1,98,1
"3472","0303030240405401",68,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3473","0303030240405402",62,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3474","0303030240405403",30,NA,1,3,1,4,3,NA,NA,NA,NA,NA,NA
"3475","0303030240405404",25,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3476","0303030240405405",15,NA,1,3,1,1,3,1,98,1,1,98,1
"3477","0303030240405406",14,NA,1,4,1,1,3,2,98,1,2,98,1
"3478","0303030240405407",12,NA,1,4,1,1,3,2,98,1,2,98,1
"3479","0303030240406901",28,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3480","0303030240406902",22,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3481","0303030240406903",NA,52,1,3,NA,NA,3,1,8,1,1,3,1
"3482","0303030240406904",NA,5,2,3,NA,NA,3,1,8,1,1,3,1
"3483","0303030240406905",72,NA,1,5,1,2,3,NA,NA,NA,NA,NA,NA
"3484","0303030240406906",60,NA,2,5,1,2,3,NA,NA,NA,NA,NA,NA
"3485","0303030240408501",38,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3486","0303030240408502",30,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3487","0303030240408503",13,NA,2,3,1,1,3,1,4,1,1,4,1
"3488","0303030240408504",10,NA,1,3,1,1,3,1,4,1,1,4,1
"3489","0303030240408505",NA,39,1,3,NA,NA,3,1,4,1,1,4,1
"3490","0303030240409501",38,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3491","0303030240410501",58,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3492","0303030240410502",44,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3493","0303030240410503",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494","0303030240410504",20,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3495","0303030240410505",9,NA,2,7,NA,NA,3,2,98,1,2,98,1
"3496","0303030240412101",46,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3497","0303030240412102",36,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3498","0303030240412103",18,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3499","0303030240412104",14,NA,1,3,1,1,3,1,93,1,1,98,1
"3500","0303030240412105",12,NA,1,3,1,1,3,1,93,1,1,98,1
"3501","0303030240412106",9,NA,2,3,NA,NA,3,1,93,1,1,98,1
"3502","0303030240412107",NA,45,1,3,NA,NA,3,1,93,1,1,98,1
"3503","0303030240413801",47,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3504","0303030240413802",58,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3505","0303030240413803",15,NA,1,3,1,1,3,1,98,1,2,98,1
"3506","0303030240413804",12,NA,1,3,1,1,3,1,98,1,2,98,1
"3507","0303030240415301",30,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3508","0303030240415302",21,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3509","0303030240415303",NA,44,2,3,NA,NA,3,1,96,1,1,8,1
"3510","0303030240417101",30,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3511","0303030240417102",12,NA,2,3,1,1,3,2,98,1,1,98,14
"3512","0303030240417103",12,NA,1,3,1,1,3,2,98,1,1,98,14
"3513","0303030240417104",9,NA,1,3,NA,NA,3,2,98,1,1,98,14
"3514","0303030240417105",6,NA,2,3,NA,NA,3,2,98,1,1,98,14
"3515","0303040090601001",49,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3516","0303040090601002",NA,58,1,4,NA,NA,3,2,8,10,2,98,10
"3517","0303040090601201",65,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3518","0303040090601202",18,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3519","0303040090601203",11,NA,1,3,1,1,3,2,98,1,1,98,1
"3520","0303040090601204",9,NA,2,3,NA,NA,3,2,98,1,1,98,1
"3521","0303040090601205",7,NA,2,3,NA,NA,3,2,98,1,1,98,1
"3522","0303040090601206",5,NA,1,3,NA,NA,3,2,98,1,1,98,1
"3523","0303040090605101",62,NA,1,1,4,2,3,NA,NA,NA,NA,NA,NA
"3524","0303040090605102",43,NA,2,2,4,2,3,NA,NA,NA,NA,NA,NA
"3525","0303040090605103",13,NA,2,3,4,1,3,1,96,1,1,98,14
"3526","0303040090605104",NA,51,2,4,NA,NA,3,2,4,NA,2,NA,NA
"3527","0303040090605105",85,NA,1,5,4,4,3,NA,NA,NA,NA,NA,NA
"3528","0303040090605901",21,NA,2,1,1,2,3,NA,NA,NA,NA,NA,NA
"3529","0303040090605902",10,NA,2,6,1,1,3,2,98,1,2,98,1
"3530","0303040090605903",NA,9,1,3,NA,NA,3,2,8,10,1,10,14
"3531","0303040090607701",41,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3532","0303040090607702",36,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3533","0303040090607703",16,NA,2,3,1,1,3,1,98,8,1,98,8
"3534","0303040090607704",13,NA,2,3,1,1,3,1,98,8,1,98,8
"3535","0303040090607705",10,NA,1,3,1,1,3,1,98,8,1,98,8
"3536","0303040090607706",5,NA,2,3,NA,NA,3,1,98,8,1,98,8
"3537","0303040090607707",NA,27,1,3,NA,NA,3,1,98,8,1,98,8
"3538","0303040090609801",48,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3539","0303040090609802",42,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3540","0303040090609803",NA,53,2,3,NA,NA,3,1,98,1,1,98,1
"3541","0303040090609804",NA,0,1,3,NA,NA,3,1,98,1,1,98,1
"3542","0303040090611001",66,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3543","0303040090611002",51,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3544","0303040090611003",20,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3545","0303040090612201",40,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3546","0303040090612202",32,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3547","0303040090612203",15,NA,1,3,1,1,3,1,98,1,2,98,1
"3548","0303040090612204",10,NA,1,3,1,1,3,1,98,1,1,98,1
"3549","0303040090612205",7,NA,1,3,NA,NA,3,1,98,1,1,98,1
"3550","0303040090612206",5,NA,2,3,NA,NA,3,1,98,1,1,98,1
"3551","0303040090612207",NA,26,2,3,NA,NA,3,1,98,1,1,98,1
"3552","0303040090613401",34,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3553","0303040090613402",28,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3554","0303040090613403",11,NA,1,3,1,1,3,1,98,1,1,98,1
"3555","0303040090613404",7,NA,1,3,NA,NA,3,1,98,1,1,98,1
"3556","0303040090613405",NA,39,1,3,NA,NA,3,1,98,1,1,98,1
"3557","0303040090614901",70,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3558","0303040090614902",52,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3559","0303040090614903",17,NA,1,3,1,1,3,1,98,1,1,98,1
"3560","0303040090614904",15,NA,1,3,1,1,3,1,98,1,1,98,1
"3561","0303040090614905",13,NA,1,3,1,1,3,1,98,1,1,98,1
"3562","0303040090614906",8,NA,1,3,NA,NA,3,1,98,1,1,98,1
"3563","0303040090616101",46,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3564","0303040090616102",33,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3565","0303040090616103",6,NA,1,3,NA,NA,3,1,7,1,1,98,1
"3566","0303040090616104",57,NA,2,8,1,4,3,NA,NA,NA,NA,NA,NA
"3567","0303040090617401",65,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3568","0303040090617402",NA,50,1,3,NA,NA,3,2,6,1,2,98,1
"3569","0303050110100201",35,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3570","0303050110100202",28,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3571","0303050110100203",12,NA,1,3,1,1,3,1,98,1,1,98,14
"3572","0303050110100204",10,NA,1,3,1,1,3,1,98,1,1,98,14
"3573","0303050110100205",NA,37,2,3,NA,NA,3,1,98,1,1,98,14
"3574","0303050110102301",70,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3575","0303050110102302",41,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3576","0303050110102303",17,NA,1,3,1,1,3,1,98,1,1,98,14
"3577","0303050110102304",11,NA,2,3,1,1,3,1,98,1,1,98,14
"3578","0303050110102305",8,NA,2,3,NA,NA,3,1,98,1,1,98,14
"3579","0303050110104401",63,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3580","0303050110104402",48,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3581","0303050110104403",12,NA,1,3,1,1,3,1,98,1,1,98,14
"3582","0303050110104404",9,NA,2,3,NA,NA,3,1,98,1,1,98,14
"3583","0303050110104405",NA,47,2,3,NA,NA,3,1,98,1,1,98,14
"3584","0303050110105101",36,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3585","0303050110105102",26,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3586","0303050110105103",60,NA,2,8,1,4,3,NA,NA,NA,NA,NA,NA
"3587","0303050110105104",11,NA,1,3,1,1,3,1,6,1,1,98,14
"3588","0303050110105105",7,NA,1,3,NA,NA,3,1,6,1,1,98,14
"3589","0303050110105106",5,NA,1,3,NA,NA,3,1,6,1,1,98,14
"3590","0303050110106501",34,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3591","0303050110106502",28,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3592","0303050110106503",8,NA,2,3,NA,NA,3,1,3,1,1,98,14
"3593","0303050110106504",NA,48,2,3,NA,NA,3,1,3,1,1,98,14
"3594","0303050110106505",NA,32,2,3,NA,NA,3,1,3,1,1,98,14
"3595","0303050110106506",NA,4,1,3,NA,NA,3,1,3,1,1,98,14
"3596","0303050110107201",37,NA,1,1,1,4,3,NA,NA,NA,NA,NA,NA
"3597","0303050110107202",7,NA,1,3,NA,NA,3,1,98,1,2,98,14
"3598","0303050110107203",5,NA,1,3,NA,NA,3,1,98,1,2,98,14
"3599","0303050110108101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3600","0303050110108701",48,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3601","0303050110108702",28,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3602","0303050110108703",10,NA,2,3,1,1,3,1,98,1,1,98,14
"3603","0303050110108704",8,NA,1,3,NA,NA,3,1,98,1,1,98,14
"3604","0303050110108705",6,NA,2,3,NA,NA,3,1,98,1,1,98,14
"3605","0303050110108706",NA,51,1,3,NA,NA,3,1,98,1,1,98,14
"3606","0303050110110801",29,NA,1,2,1,4,3,NA,NA,NA,NA,NA,NA
"3607","0303050110110802",25,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3608","0303050110110803",6,NA,2,4,NA,NA,3,2,98,1,2,98,14
"3609","0303050110110804",NA,25,2,3,NA,NA,3,2,98,1,1,98,14
"3610","0303050110112301",65,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3611","0303050110113001",34,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3612","0303050110113002",12,NA,2,3,1,1,3,2,98,1,1,98,14
"3613","0303050110113003",6,NA,1,3,NA,NA,3,2,98,1,1,98,14
"3614","0303050110113004",NA,40,2,3,NA,NA,3,2,98,1,1,98,14
"3615","0303050110119301",22,NA,2,1,1,2,3,NA,NA,NA,NA,NA,NA
"3616","0303050110119302",81,NA,1,5,1,6,3,NA,NA,NA,NA,NA,NA
"3617","0303050110119303",5,NA,1,3,NA,NA,3,2,22,1,1,98,14
"3618","0303050110119304",7,32,2,3,NA,NA,3,2,22,1,1,98,14
"3619","0303070100200301",62,NA,2,1,1,6,3,NA,NA,NA,NA,NA,NA
"3620","0303070100200302",14,NA,1,4,1,1,3,2,98,10,2,98,10
"3621","0303070100202201",35,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3622","0303070100202202",32,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3623","0303070100202203",13,NA,1,3,1,1,3,1,98,8,1,2,1
"3624","0303070100202204",6,NA,2,3,NA,NA,3,1,98,8,1,2,1
"3625","0303070100202205",NA,15,2,3,NA,NA,3,1,98,8,1,2,1
"3626","0303070100204001",31,NA,2,1,1,4,3,NA,NA,NA,NA,NA,NA
"3627","0303070100204002",7,NA,2,3,NA,NA,3,2,30,14,1,22,8
"3628","0303070100204301",56,NA,1,1,1,2,3,NA,NA,NA,NA,NA,NA
"3629","0303070100204302",50,NA,2,2,1,2,3,NA,NA,NA,NA,NA,NA
"3630","0303070100204303",28,NA,2,3,1,1,3,NA,NA,NA,NA,NA,NA
"3631","0303070100204304",25,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
"3632","0303070100204305",22,NA,1,3,1,1,3,NA,NA,NA,NA,NA,NA
